DateTime,BTC,ETH,USDT,BNB,SOL,Others
2019.10.13 ,1.49869E+11,19519081974,4126320916,2672886894,0,47656893092
2019.10.20 ,1.4399E+11,18727930838,4135824474,2826938327,0,47819611665
2019.10.27 ,1.6654E+11,19512025260,4114695515,2935460691,0,50986872136
2019.11.03 ,1.68626E+11,19973728732,4125800069,3156075841,0,54038958636
2019.11.10 ,1.58848E+11,20057352388,4111546127,3069491115,0,53695897005
2019.11.17 ,1.54328E+11,19902777449,4135345056,3151680143,0,52672386426
2019.11.24 ,1.33695E+11,16699803584,4154438752,2553896284,0,45432767122
2019.12.01 ,1.3683E+11,16553240368,4115674787,2439716224,0,45262056334
2019.12.08 ,1.36651E+11,16194266412,4141884818,2437896970,0,44783168002
2019.12.15 ,1.28818E+11,15557850972,4130847960,2253189689,0,43143008101
2019.12.22 ,1.30214E+11,13968963972,4135072141,2081692610,0,40088604514
2019.12.29 ,1.32297E+11,13998262898,4122083608,2132158326,0,40623080333
2020.01.05 ,1.3462E+11,14772145426,4134451585,2160415212,0,41914003819
2020.01.12 ,1.45543E+11,15602163663,4637102543,2318576010,0,45811386753
2020.01.19 ,1.62127E+11,19171231642,4640900241,2766710668,0,55819123733
2020.01.26 ,1.51963E+11,17612674205,4653436503,2636486780,0,52735516453
2020.02.02 ,1.70741E+11,20103729621,4647211835,2838888330,0,60784375556
2020.02.09 ,1.79461E+11,24461176140,4637776474,3382766443,0,69425415906
2020.02.16 ,1.80292E+11,29021372682,4650789294,3761131984,0,73242678083
2020.02.23 ,1.76143E+11,28799181069,4653215540,3422928538,0,67166201768
2020.03.01 ,1.56932E+11,24178036765,4663074968,3020098680,0,56222994368
2020.03.08 ,1.62765E+11,26005406118,4657554753,3138672544,0,59811568073
2020.03.15 ,94487825437,13537446267,4649961777,1578643172,0,34494665716
2020.03.22 ,1.13048E+11,14619353871,4657922384,1879211576,0,39914412467
2020.03.29 ,1.14066E+11,14454229087,4632966970,1898674632,0,40709764021
2020.04.05 ,1.25786E+11,16048869078,6187645163,2148235653,0,42719849608
2020.04.12 ,1.25655E+11,17498032578,6342828317,2146805866,0,44295618092
2020.04.19 ,1.33083E+11,20690356522,6362229064,2583920842,0,47371823502
2020.04.26 ,1.388E+11,21619614419,6396211526,2537274868,0,48984688270
2020.05.03 ,1.65015E+11,23852894912,6385165409,2735350821,0,54168214230
2020.05.10 ,1.76024E+11,23399301296,6393948071,2619087355,0,53982916485
2020.05.17 ,1.7194E+11,22237181362,8819574332,2494023987,0,56237737501
2020.05.24 ,1.69078E+11,23117885487,8838182532,2572955472,0,52469469205
2020.05.31 ,1.78325E+11,26941236981,8806667285,2754234383,0,56572865633
2020.06.07 ,1.77477E+11,26908917243,9189997022,2727679733,10767457.3,58017952584
2020.06.14 ,1.7443E+11,26597319162,9206643741,2616792794,10542172.28,56661391140
2020.06.21 ,1.72418E+11,25609587765,9208720911,2505555777,11219045.44,56269192561
2020.06.28 ,1.66741E+11,24862263448,9238007625,2362889902,12311382.75,53466938975
2020.07.05 ,1.67759E+11,25500469870,9160891839,2411643864,13430143.1,56336554973
2020.07.12 ,1.70305E+11,26749484535,9196759497,2739640923,15923631.34,63527335362
2020.07.19 ,1.68828E+11,26324400921,9173868443,2662168905,16679738.71,64682627541
2020.07.26 ,1.785E+11,34002682189,9977104655,2852556882,21469692.43,69643538334
2020.08.02 ,2.17162E+11,43234970338,9952996251,3113313350,26347988.8,79574705281
2020.08.09 ,2.17069E+11,44468181863,10009613987,3302946310,42700112.86,83555429850
2020.08.16 ,2.1904E+11,48604172042,10004307331,3320979624,93120172.8,91920431135
2020.08.23 ,2.15627E+11,44469081756,9997582214,3203879893,95101959.41,91292228817
2020.08.30 ,2.12317E+11,44936714530,10025643534,3321931654,128017268,92684168828
2020.09.06 ,1.88161E+11,37499006995,14151947510,2797971498,88025996.18,78966908625
2020.09.13 ,1.93253E+11,43624737350,14708557413,4101633575,117202017.9,88808936150
2020.09.20 ,2.05026E+11,43438624231,15234079578,3925380716,113175900.5,86400767045
2020.09.27 ,1.98609E+11,40005077720,15304202316,3776637307,121256854.2,83857821990
2020.10.04 ,1.95262E+11,39118072549,15597787542,4074403911,104042919.8,80844472816
2020.10.11 ,2.09117E+11,41898254385,15723593529,4102925182,101957019.4,86969026059
2020.10.18 ,2.10314E+11,41688656883,15818260294,4366886174,95875274.88,84247165726
2020.10.25 ,2.42756E+11,46660158881,16250799905,4423338193,85177252.6,87893897110
2020.11.01 ,2.54826E+11,43770077536,16657595743,4097437477,70667639.83,81681189747
2020.11.08 ,2.74068E+11,49186747591,17153053542,3976253787,92667467.66,84375375176
2020.11.15 ,2.97699E+11,52036034175,17838726485,4028625416,87999473.33,89026698200
2020.11.22 ,3.45777E+11,62576823369,18353112849,4411064764,110000496,1.10192E+11
2020.11.29 ,3.29155E+11,61285025175,19057682068,4222530601,86850260.09,1.17106E+11
2020.12.06 ,3.56378E+11,68362296000,19645832618,4298510450,91730750.38,1.19599E+11
2020.12.13 ,3.50134E+11,64800293363,19826514950,4085037510,69083082.42,1.11193E+11
2020.12.20 ,4.41913E+11,74813113389,20119999186,4795467991,77536688.15,1.31111E+11
2020.12.27 ,4.92704E+11,72657705038,20682807548,4841629963,61719088.4,1.10241E+11
2021.01.03 ,5.97467E+11,88563949593,21212844968,5536106340,84342594.55,1.18186E+11
2021.01.10 ,7.52588E+11,1.47335E+11,23728084765,6399552648,895924718.4,1.57294E+11
2021.01.17 ,6.67116E+11,1.39277E+11,24297729030,6083064552,887800262.6,1.747E+11
2021.01.24 ,5.91706E+11,1.40209E+11,24794123390,6283108542,915453141.8,1.72469E+11
2021.01.31 ,6.34839E+11,1.5701E+11,26373842728,6918638351,1106838492,1.92216E+11
2021.02.07 ,7.25553E+11,1.91855E+11,28257478542,11236656717,1604018607,2.36087E+11
2021.02.14 ,8.79818E+11,2.08123E+11,31612995619,20649075528,2290937215,3.29731E+11
2021.02.21 ,1.04113E+12,2.18119E+11,34125043145,38949693707,2597105470,3.64923E+11
2021.02.28 ,8.5521E+11,1.6645E+11,35024040733,34549176238,3439009687,3.26839E+11
2021.03.07 ,9.15662E+11,1.91085E+11,36436699929,35061963499,3422026039,3.36884E+11
2021.03.14 ,1.14154E+12,2.21054E+11,38221472673,42708418957,4098496416,3.93467E+11
2021.03.21 ,1.08659E+12,2.0738E+11,39534413171,40686004149,3786600110,4.19995E+11
2021.03.28 ,1.04651E+12,1.97897E+11,40181026730,41785853186,4451118611,4.25053E+11
2021.04.04 ,1.07108E+12,2.3191E+11,42452506770,49427162048,6003314924,4.81554E+11
2021.04.11 ,1.11925E+12,2.46254E+11,44397618791,72808563035,7211644639,5.55488E+11
2021.04.18 ,1.13547E+12,2.7117E+11,48360308368,79848227759,6778102256,6.5698E+11
2021.04.25 ,9.35705E+11,2.5627E+11,49432687558,76357951856,11076834762,4.97439E+11
2021.05.02 ,1.08257E+12,3.41505E+11,51506813937,95047467174,13596479162,6.59861E+11
2021.05.09 ,1.10243E+12,4.50779E+11,55271312416,99129806594,12455780450,7.43436E+11
2021.05.16 ,8.72705E+11,4.20897E+11,58224033556,86433567112,11784592530,7.27468E+11
2021.05.23 ,6.92898E+11,2.63718E+11,59510401202,45291809563,8264756676,4.82624E+11
2021.05.30 ,6.44153E+11,2.62385E+11,61314086539,46417558911,7421123362,4.62806E+11
2021.06.06 ,6.64815E+11,3.04784E+11,62235447539,59863461889,10834236147,5.10276E+11
2021.06.13 ,6.64373E+11,2.74942E+11,62666339230,52588509490,9882662693,4.52699E+11
2021.06.20 ,6.67937E+11,2.52901E+11,62668946317,51475813265,9626844673,4.32986E+11
2021.06.27 ,6.03382E+11,2.12125E+11,62608769751,42771826002,8049071643,3.66886E+11
2021.07.04 ,6.50151E+11,2.59772E+11,62371971542,45687993065,9405286253,4.06422E+11
2021.07.11 ,6.28954E+11,2.46869E+11,62208640230,48556581381,8652006303,3.94162E+11
2021.07.18 ,5.91135E+11,2.21904E+11,62016265105,46056672663,7288871883,3.30603E+11
2021.07.25 ,6.43616E+11,2.55543E+11,61846003177,50565264220,7821861376,3.82865E+11
2021.08.01 ,7.74709E+11,2.94784E+11,61816149841,55629273761,9810318835,4.38751E+11
2021.08.08 ,8.34795E+11,3.68678E+11,62133279237,59830214877,10728832638,4.95567E+11
2021.08.15 ,8.84845E+11,3.82818E+11,63288707995,68846649702,12632083401,5.86189E+11
2021.08.22 ,9.17485E+11,3.78412E+11,64666364293,75600568164,21120456863,6.23505E+11
2021.08.29 ,9.19329E+11,3.80983E+11,65545937495,81683542351,27879534864,6.28938E+11
2021.09.05 ,9.39712E+11,4.56907E+11,66805103142,83623348508,40646009403,6.83117E+11
2021.09.12 ,8.51089E+11,3.84678E+11,68369456228,68199021072,52325635739,6.41774E+11
2021.09.19 ,9.08358E+11,4.03121E+11,68248389502,68980522029,50102290109,6.53035E+11
2021.09.26 ,8.04898E+11,3.45003E+11,68606097794,58949547422,40526934191,5.80775E+11
2021.10.03 ,9.00073E+11,4.01549E+11,68046195388,72537912152,50776437927,6.25059E+11
2021.10.10 ,1.03422E+12,4.20801E+11,68405597009,70776216024,46835524472,6.79558E+11
2021.10.17 ,1.14645E+12,4.50803E+11,68765490084,77937333456,47240163495,6.81172E+11
2021.10.24 ,1.15811E+12,4.93834E+11,69631400587,81119747756,59575530806,6.96082E+11
2021.10.31 ,1.17242E+12,5.11419E+11,70357678346,88460879868,58833748726,7.34021E+11
2021.11.07 ,1.16078E+12,5.33985E+11,71964436301,1.06134E+11,77468873674,7.79678E+11
2021.11.14 ,1.21727E+12,5.49368E+11,73907428249,1.08395E+11,73028757873,8.06273E+11
2021.11.21 ,1.12686E+12,5.22371E+11,73062349328,1.0079E+11,66030019569,7.72766E+11
2021.11.28 ,1.03135E+12,4.83716E+11,73196290270,99564534106,58368435221,7.23854E+11
2021.12.05 ,9.33393E+11,4.91312E+11,74227082096,95579955712,61997942082,6.68767E+11
2021.12.12 ,9.33636E+11,4.85113E+11,76183458803,94312911032,52766414692,6.34667E+11
2021.12.19 ,8.86671E+11,4.70733E+11,76387504271,89224298448,56366169809,6.27553E+11
2021.12.26 ,9.54065E+11,4.8665E+11,77639400669,91401319945,59699759318,7.02889E+11
2022.01.02 ,9.02088E+11,4.48412E+11,78383296646,87943673305,55233781582,6.80965E+11
2022.01.09 ,7.88192E+11,3.67357E+11,78296923157,71583902871,44267895550,5.92235E+11
2022.01.16 ,8.16386E+11,3.96667E+11,78429393719,82396408181,46371082587,6.47456E+11
2022.01.23 ,6.6338E+11,2.86934E+11,78268348705,59091371268,29612702823,4.85922E+11
2022.01.30 ,7.22524E+11,3.0997E+11,78152722305,64142613619,30192355557,5.26095E+11
2022.02.06 ,7.85537E+11,3.60488E+11,77958275344,68485640942,35928156336,5.66646E+11
2022.02.13 ,7.99591E+11,3.4816E+11,78475876252,66478580811,30406941067,5.6871E+11
2022.02.20 ,7.60796E+11,3.30611E+11,79041843526,66068406982,29214127403,5.49342E+11
2022.02.27 ,7.41276E+11,3.32809E+11,79572332367,61630496631,28813759264,5.34918E+11
2022.03.06 ,7.47575E+11,3.19336E+11,79735103566,63553931053,28417354606,5.34604E+11
2022.03.13 ,7.36686E+11,3.0805E+11,80070392286,61423963099,26011992790,5.23288E+11
2022.03.20 ,8.01392E+11,3.54296E+11,80456470348,66019755650,29606878292,5.69162E+11
2022.03.27 ,8.45379E+11,3.77778E+11,81345262517,68687467500,33064761930,6.0583E+11
2022.04.03 ,8.71391E+11,4.14378E+11,82112985497,72167265741,43174418154,6.46375E+11
2022.04.10 ,8.12496E+11,3.91813E+11,82543494789,70408247507,36949620740,5.92364E+11
2022.04.17 ,7.68412E+11,3.68695E+11,82739008960,68941427511,34042291669,5.62229E+11
2022.04.24 ,7.51366E+11,3.54068E+11,83133777498,65533388124,33606139555,5.49181E+11
2022.05.01 ,7.17613E+11,3.29444E+11,83171035951,61658724194,28412555825,4.73047E+11
2022.05.08 ,6.75183E+11,3.18302E+11,83231348108,59686220280,26487199620,4.57712E+11
2022.05.15 ,5.72543E+11,2.48183E+11,76605466803,48480974680,17655312021,3.26595E+11
2022.05.22 ,5.60355E+11,2.38607E+11,73187928342,50935855435,17051776339,3.19331E+11
2022.05.29 ,5.52576E+11,2.16695E+11,72469017649,50195453199,15029230685,3.02045E+11
2022.06.05 ,5.68629E+11,2.18246E+11,72492549910,49161224527,13220210036,3.11317E+11
2022.06.12 ,5.40964E+11,1.85302E+11,72427628781,44008200617,11585753995,2.84926E+11
2022.06.19 ,3.61136E+11,1.20104E+11,68140918508,32158347391,10831128210,2.47281E+11
2022.06.26 ,4.09609E+11,1.50585E+11,66835697538,39145409721,14445024352,2.84464E+11
2022.07.03 ,3.67205E+11,1.29454E+11,66162853023,35602148890,11455101065,2.60815E+11
2022.07.10 ,4.12164E+11,1.47831E+11,65960485407,39717277008,13143702772,2.78145E+11
2022.07.17 ,4.0473E+11,1.64517E+11,65861745646,40760594679,13673679553,2.77051E+11
2022.07.24 ,4.29123E+11,1.88494E+11,65843483761,41862804080,13843896219,2.90313E+11
2022.07.31 ,4.51942E+11,2.06498E+11,66075458172,46396925913,15142356938,3.0662E+11
2022.08.07 ,4.38933E+11,2.06158E+11,66485061249,50841098184,13879667068,3.11862E+11
2022.08.14 ,4.67103E+11,2.41682E+11,67062561810,52269092422,16216926576,3.26683E+11
2022.08.21 ,4.0474E+11,1.92409E+11,67547818486,45761555753,12311457139,2.85102E+11
2022.08.28 ,3.83465E+11,1.82131E+11,67550646712,44820043555,11019085155,2.78824E+11
2022.09.04 ,3.79603E+11,1.90297E+11,67555518281,44816574559,10879065915,2.83081E+11
2022.09.11 ,4.15079E+11,2.17236E+11,67565052498,47904215820,12402494882,3.02315E+11
2022.09.18 ,3.85507E+11,1.79909E+11,67930094918,45048706949,11946365888,2.88116E+11
2022.09.25 ,3.62813E+11,1.61462E+11,67958300371,44384579755,11867029835,2.8352E+11
2022.10.02 ,3.70138E+11,1.60836E+11,67952498757,45641514437,11536228045,2.79375E+11
2022.10.09 ,3.72302E+11,1.61422E+11,68338375038,44601612803,11635512567,2.8108E+11
2022.10.16 ,3.65747E+11,1.56586E+11,68438324611,43304789242,10589769272,2.6742E+11
2022.10.23 ,3.68533E+11,1.6083E+11,68457318837,43271554736,10039392213,2.72371E+11
2022.10.30 ,3.99558E+11,1.98209E+11,68992647483,48670354144,11788624880,2.97098E+11
2022.11.06 ,4.08659E+11,1.99213E+11,69369098597,55878009924,13209409375,3.10965E+11
2022.11.13 ,3.22652E+11,1.53633E+11,67326674115,45171345119,5271772996,2.51243E+11
2022.11.20 ,3.21088E+11,1.49105E+11,65884700007,43581542220,4660978492,2.51106E+11
2022.11.27 ,3.16397E+11,1.47571E+11,65334455695,49810686063,5140391905,2.50872E+11
2022.12.04 ,3.25036E+11,1.52138E+11,65448433992,46479765739,4839674449,2.53668E+11
2022.12.11 ,3.29408E+11,1.54976E+11,65710392042,46094011871,4970441804,2.53043E+11
2022.12.18 ,3.23089E+11,1.45396E+11,66061043244,38794742871,4583839450,2.32645E+11
2022.12.25 ,3.24185E+11,1.49439E+11,66246934547,39133488422,4199311854,2.28234E+11
2023.01.01 ,3.18524E+11,1.46446E+11,66242484239,39404568796,3658819576,2.21255E+11
2023.01.08 ,3.2646E+11,1.54703E+11,66265558812,41790935385,4842262070,2.30385E+11
2023.01.15 ,4.04075E+11,1.89769E+11,66282125861,48841053871,8990954277,2.67218E+11
2023.01.22 ,4.38904E+11,1.99147E+11,66499723569,47250899530,9140402881,2.75976E+11
2023.01.29 ,4.43944E+11,1.92449E+11,67518108981,48355394989,8909484212,2.87664E+11
2023.02.05 ,4.49882E+11,2.04018E+11,68034946740,52195372467,9060669969,3.00482E+11
2023.02.12 ,4.21848E+11,1.88428E+11,68329460318,49044365232,7816531456,2.85599E+11
2023.02.19 ,4.75435E+11,2.07017E+11,70306645410,49993477228,8876435852,3.0552E+11
2023.02.26 ,4.473E+11,1.95157E+11,70807590421,47742856878,8522056647,2.88991E+11
2023.03.05 ,4.31623E+11,1.88773E+11,71367591355,45713670396,7945931466,2.77345E+11
2023.03.12 ,3.98425E+11,1.7857E+11,72628751184,43885372675,6979368793,2.51478E+11
2023.03.19 ,5.21088E+11,2.12363E+11,76361478449,52345733752,8129208471,2.75353E+11
2023.03.26 ,5.3144E+11,2.10059E+11,79093732523,50941019467,7848545048,2.68506E+11
2023.04.02 ,5.50316E+11,2.19377E+11,79710452435,49725662935,8132269066,2.78921E+11
2023.04.09 ,5.40625E+11,2.22807E+11,80231907779,49048950235,7773685859,2.75219E+11
2023.04.16 ,5.86534E+11,2.51948E+11,80968222316,51964147434,9436252945,2.91459E+11
2023.04.23 ,5.38345E+11,2.25677E+11,81433148487,51749062354,8565957204,2.68116E+11
2023.04.30 ,5.66183E+11,2.29809E+11,81735040519,50204467786,9111830488,2.6958E+11
2023.05.07 ,5.59709E+11,2.28669E+11,82226942196,50305557418,8662179592,2.57479E+11
2023.05.14 ,5.18969E+11,2.15983E+11,82846568348,48486400530,8252895765,2.46026E+11
2023.05.21 ,5.2553E+11,2.18913E+11,82948551350,48426754956,8032279366,2.48269E+11
2023.05.28 ,5.20913E+11,2.20202E+11,83168054884,47938681132,8095533021,2.45802E+11
2023.06.04 ,5.25043E+11,2.27536E+11,83167744894,47803920579,8398844103,2.51489E+11
2023.06.11 ,5.01532E+11,2.10703E+11,83396573554,37262901556,6235429160,2.14725E+11
2023.06.18 ,5.14438E+11,2.07631E+11,83543401788,38121105735,6249908728,2.19241E+11
2023.06.25 ,5.92914E+11,2.25465E+11,83240900152,36880384564,6657061888,2.37557E+11
2023.07.02 ,5.9392E+11,2.31355E+11,83350667462,38617731090,7480816741,2.44812E+11
2023.07.09 ,5.88386E+11,2.24262E+11,83378229922,36826502672,8793538070,2.37674E+11
2023.07.16 ,5.88689E+11,2.32187E+11,83638697110,39133366992,11027938985,2.60095E+11
2023.07.23 ,5.79012E+11,2.24293E+11,83805790865,37079737144,9908397095,2.57545E+11
2023.07.30 ,5.70778E+11,2.26054E+11,83831303950,37322623522,10177846859,2.58761E+11
2023.08.06 ,5.64871E+11,2.20486E+11,83820182251,37380522463,9168298628,2.45971E+11
2023.08.13 ,5.72315E+11,2.22159E+11,83366510395,36966222010,10110797084,2.49493E+11
2023.08.20 ,5.07902E+11,2.00703E+11,82838144743,33388300807,8913906809,2.22609E+11
2023.08.27 ,5.06345E+11,1.97909E+11,82811866941,33288736496,8272341288,2.20014E+11
2023.09.03 ,5.038E+11,1.96799E+11,82901682430,32993907647,7967342850,2.18109E+11
2023.09.10 ,5.04461E+11,1.96584E+11,82992946191,32957692204,7984825883,2.18605E+11
2023.09.17 ,5.17748E+11,1.96589E+11,83065027653,33069547650,7871412204,2.21531E+11
2023.09.24 ,5.1814E+11,1.91624E+11,83206758665,32396394279,8035147376,2.2133E+11
2023.10.01 ,5.25876E+11,2.00936E+11,83260095938,33046306303,8834373543,2.24887E+11
2023.10.08 ,5.45645E+11,1.96561E+11,83500048193,32673926885,9647341957,2.25071E+11
2023.10.15 ,5.24102E+11,1.87008E+11,83529062840,31784400610,9159152924,2.16187E+11
2023.10.22 ,5.8402E+11,1.95949E+11,84181185815,32513704451,12245080661,2.26863E+11
2023.10.29 ,6.65657E+11,2.13664E+11,84557956914,34252961268,13267677499,2.44381E+11
2023.11.05 ,6.85425E+11,2.23386E+11,85430312993,36020704253,17795445857,2.60958E+11
2023.11.12 ,7.25589E+11,2.46912E+11,86668304904,38143057154,23640923685,2.93913E+11
2023.11.19 ,7.15109E+11,2.36078E+11,87730704510,37161761285,24748165412,2.89903E+11
2023.11.26 ,7.39042E+11,2.50613E+11,88754420853,35562651279,24909552668,3.00305E+11
2023.12.03 ,7.72045E+11,2.60417E+11,89566800490,34782863622,27073588702,3.01184E+11
2023.12.10 ,8.55566E+11,2.81483E+11,90367602259,36072569560,30785230077,3.34067E+11
2023.12.17 ,8.26644E+11,2.67679E+11,90827201158,37066905730,31419170811,3.46049E+11
2023.12.24 ,8.56153E+11,2.7758E+11,91242168989,41166333986,46048035373,3.64021E+11
2023.12.31 ,8.25553E+11,2.75452E+11,91698266070,48096823112,43721535765,3.65936E+11
2024.01.07 ,8.62004E+11,2.69455E+11,93395210466,46689615629,40478211652,3.39739E+11
2024.01.14 ,8.39625E+11,3.09828E+11,95005278754,45844781625,41408952803,3.57982E+11
2024.01.21 ,8.16917E+11,2.96808E+11,95004214751,47401247336,40082852039,3.45839E+11
2024.01.28 ,8.2612E+11,2.72592E+11,96048191584,45727831937,40816872228,3.41645E+11
2024.02.04 ,8.43452E+11,2.75951E+11,96214400777,44821440121,42686938473,3.43882E+11
2024.02.11 ,9.37431E+11,3.00566E+11,96252271240,48318668741,47686155692,3.6566E+11
2024.02.18 ,1.01416E+12,3.34865E+11,97630905481,52776167194,48019845084,3.92414E+11
2024.02.25 ,1.01257E+12,3.59552E+11,97904752653,57083221436,45931122943,4.05887E+11
2024.03.03 ,1.21848E+12,4.1122E+11,99242606118,61458416875,57475609042,4.97568E+11
2024.03.10 ,1.34538E+12,4.70058E+11,1.018E+11,73208183490,64090013436,5.4999E+11
2024.03.17 ,1.28273E+12,4.22718E+11,1.03231E+11,86208672198,80736939721,5.06712E+11
2024.03.24 ,1.25894E+12,4.0013E+11,1.04057E+11,82524783018,76778649086,5.20798E+11
2024.03.31 ,1.36989E+12,4.21229E+11,1.04574E+11,89881380444,86385306684,5.58645E+11
2024.04.07 ,1.35574E+12,4.02681E+11,1.06844E+11,87626728045,79591786839,5.33513E+11
2024.04.14 ,1.2601E+12,3.61659E+11,1.07509E+11,82886811905,62194213684,4.20677E+11
2024.04.21 ,1.27939E+12,3.7914E+11,1.09763E+11,85370711939,67547638850,4.70082E+11
2024.04.28 ,1.24876E+12,3.90638E+11,1.1048E+11,87916234847,63181411051,4.56095E+11
2024.05.05 ,1.25845E+12,3.74404E+11,1.10781E+11,86466189114,65371502056,4.55638E+11
2024.05.12 ,1.1978E+12,3.49724E+11,1.10813E+11,87391115787,65168287545,4.39676E+11
2024.05.19 ,1.31855E+12,3.75175E+11,1.11357E+11,85672016392,77450976813,4.61086E+11
2024.05.26 ,1.36505E+12,4.5041E+11,1.11927E+11,88883203132,75691911084,4.81227E+11
2024.06.02 ,1.33439E+12,4.5814E+11,1.12067E+11,88743042879,76322640521,4.64527E+11
